id,objectid,nombre,direccion,tipozona,so2,no2,o3,co,pm10,pm25,tipoemisio,fecha_carg,calidad_am,fiwareid,lon,lat,created_at
1,13,Francia,AVDA.FRANCIA,Urbana,1,16,26,0,16,4,Tráfico,2025-11-27 11:00:00,Buena,A01_AVFRANCIA_60m,39.4578268875183,-0.342986232422652,2025-11-27 11:41:06.529964
2,19,Centro,VALÈNCIA CENTRE,Urbana,,18,,,15,4,Tráfico,2025-11-27 11:00:00,Buena,A07_VALENCIACENTRE_60m,39.4705476702601,-0.376397651655324,2025-11-27 11:41:06.529964
3,15,Molí del Sol,MOLÍ DEL SOL,Suburbana,4,0,20,0,11,3,Tráfico,2025-11-27 11:00:00,Buena,A03_MOLISOL_60m,39.4811121109041,-0.408809896900938,2025-11-27 11:41:06.529964
4,16,Pista de Silla,PISTA DE SILLA,Urbana,2,16,36,0,15,4,Tráfico,2025-11-27 11:00:00,Buena,A04_PISTASILLA_60m,39.4580609536967,-0.376643936579157,2025-11-27 11:41:06.529964
5,17,Universidad Politécnica,POLITÈCNIC,Suburbana,2,11,37,,6,2,Fondo,2025-11-27 11:00:00,Buena,A05_POLITECNIC_60m,39.4796444969291,-0.337400660521869,2025-11-27 11:41:06.529964
6,12,Dr. Lluch,DR.LLUCH,Urbana,,38,,,22,3,Tráfico,2025-11-27 11:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,39.4666847554611,-0.328289489402739,2025-11-27 11:41:06.529964
7,22,Patraix,PATRAIX,Urbana,,42,,,26,7,Tráfico,2025-11-27 11:00:00,Razonablemente Buena,A11_PATRAIX_60m,39.4591890899964,-0.401411329219129,2025-11-27 11:41:06.529964
8,20,Cabanyal,CABANYAL,Urbana,,23,,,12,3,Fondo,2025-11-27 11:00:00,Buena,A09_CABANYAL_60m,39.4743907853568,-0.328534813492744,2025-11-27 11:41:06.529964
9,14,Boulevar Sur,BULEVARD SUD,Urbana,4,4,34,,,,Tráfico,2025-11-27 11:00:00,Buena,A02_BULEVARDSUD_60m,39.4503960055054,-0.396337564375856,2025-11-27 11:41:06.529964
10,21,Olivereta,OLIVERETA,Urbana,,70,,,21,5,Tráfico,2025-11-27 11:00:00,Razonablemente Buena,A10_OLIVERETA_60m,39.4692442350919,-0.405923445529068,2025-11-27 11:41:06.529964
11,18,Viveros,VIVERS,Urbana,3,13,29,,,,Fondo,2025-11-27 11:00:00,Buena,A06_VIVERS_60m,39.4796409248053,-0.36964822314381,2025-11-27 11:41:06.529964
12,19,Centro,VALÈNCIA CENTRE,Urbana,,17,,,14,4,Tráfico,2025-11-27 12:00:00,Buena,A07_VALENCIACENTRE_60m,39.4705476702601,-0.376397651655324,2025-11-27 12:58:45.025222
13,12,Dr. Lluch,DR.LLUCH,Urbana,,33,,,22,3,Tráfico,2025-11-27 12:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,39.4666847554611,-0.328289489402739,2025-11-27 12:58:45.025222
14,22,Patraix,PATRAIX,Urbana,,45,,,24,7,Tráfico,2025-11-27 12:00:00,Razonablemente Buena,A11_PATRAIX_60m,39.4591890899964,-0.401411329219129,2025-11-27 12:58:45.025222
15,17,Universidad Politécnica,POLITÈCNIC,Suburbana,2,12,37,,6,2,Fondo,2025-11-27 12:00:00,Buena,A05_POLITECNIC_60m,39.4796444969291,-0.337400660521869,2025-11-27 12:58:45.025222
16,21,Olivereta,OLIVERETA,Urbana,,70,,,21,5,Tráfico,2025-11-27 11:00:00,Razonablemente Buena,A10_OLIVERETA_60m,39.4692442350919,-0.405923445529068,2025-11-27 12:58:45.025222
17,13,Francia,AVDA.FRANCIA,Urbana,1,13,28,0,15,4,Tráfico,2025-11-27 12:00:00,Buena,A01_AVFRANCIA_60m,39.4578268875183,-0.342986232422652,2025-11-27 12:58:45.025222
18,14,Boulevar Sur,BULEVARD SUD,Urbana,4,1,37,,,,Tráfico,2025-11-27 12:00:00,Buena,A02_BULEVARDSUD_60m,39.4503960055054,-0.396337564375856,2025-11-27 12:58:45.025222
19,15,Molí del Sol,MOLÍ DEL SOL,Suburbana,3,0,25,0,11,3,Tráfico,2025-11-27 12:00:00,Buena,A03_MOLISOL_60m,39.4811121109041,-0.408809896900938,2025-11-27 12:58:45.025222
20,16,Pista de Silla,PISTA DE SILLA,Urbana,2,13,36,0,17,5,Tráfico,2025-11-27 12:00:00,Buena,A04_PISTASILLA_60m,39.4580609536967,-0.376643936579157,2025-11-27 12:58:45.025222
21,20,Cabanyal,CABANYAL,Urbana,,17,,,11,3,Fondo,2025-11-27 12:00:00,Buena,A09_CABANYAL_60m,39.4743907853568,-0.328534813492744,2025-11-27 12:58:45.025222
22,18,Viveros,VIVERS,Urbana,0,10,31,,,,Fondo,2025-11-27 12:00:00,Buena,A06_VIVERS_60m,39.4796409248053,-0.36964822314381,2025-11-27 12:58:45.025222
23,21,Olivereta,OLIVERETA,Urbana,,70,,,18,5,Tráfico,2025-11-27 14:00:00,Buena,A10_OLIVERETA_60m,39.4692442350919,-0.405923445529068,2025-11-27 15:18:03.797437
24,20,Cabanyal,CABANYAL,Urbana,,21,,,11,3,Fondo,2025-11-27 14:00:00,Buena,A09_CABANYAL_60m,39.4743907853568,-0.328534813492744,2025-11-27 15:18:03.797437
25,13,Francia,AVDA.FRANCIA,Urbana,1,8,32,0,16,4,Tráfico,2025-11-27 13:00:00,Buena,A01_AVFRANCIA_60m,39.4578268875183,-0.342986232422652,2025-11-27 15:18:03.797437
26,14,Boulevar Sur,BULEVARD SUD,Urbana,2,1,51,,,,Tráfico,2025-11-27 14:00:00,Razonablemente Buena,A02_BULEVARDSUD_60m,39.4503960055054,-0.396337564375856,2025-11-27 15:18:03.797437
27,22,Patraix,PATRAIX,Urbana,,42,,,23,7,Tráfico,2025-11-27 14:00:00,Razonablemente Buena,A11_PATRAIX_60m,39.4591890899964,-0.401411329219129,2025-11-27 15:18:03.797437
28,16,Pista de Silla,PISTA DE SILLA,Urbana,2,16,44,0,16,5,Tráfico,2025-11-27 14:00:00,Buena,A04_PISTASILLA_60m,39.4580609536967,-0.376643936579157,2025-11-27 15:18:03.797437
29,17,Universidad Politécnica,POLITÈCNIC,Suburbana,1,10,40,,7,2,Fondo,2025-11-27 14:00:00,Buena,A05_POLITECNIC_60m,39.4796444969291,-0.337400660521869,2025-11-27 15:18:03.797437
30,18,Viveros,VIVERS,Urbana,0,5,38,,,,Fondo,2025-11-27 14:00:00,Buena,A06_VIVERS_60m,39.4796409248053,-0.36964822314381,2025-11-27 15:18:03.797437
31,19,Centro,VALÈNCIA CENTRE,Urbana,,13,,,14,4,Tráfico,2025-11-27 14:00:00,Buena,A07_VALENCIACENTRE_60m,39.4705476702601,-0.376397651655324,2025-11-27 15:18:03.797437
32,12,Dr. Lluch,DR.LLUCH,Urbana,,34,,,22,3,Tráfico,2025-11-27 14:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,39.4666847554611,-0.328289489402739,2025-11-27 15:18:03.797437
33,15,Molí del Sol,MOLÍ DEL SOL,Suburbana,1,0,40,0,11,4,Tráfico,2025-11-27 14:00:00,Buena,A03_MOLISOL_60m,39.4811121109041,-0.408809896900938,2025-11-27 15:18:03.797437
34,19,Centro,VALÈNCIA CENTRE,Urbana,,18,,,14,4,Tráfico,2025-11-27 15:00:00,Buena,A07_VALENCIACENTRE_60m,39.4705476702601,-0.376397651655324,2025-11-27 15:26:30.463613
35,12,Dr. Lluch,DR.LLUCH,Urbana,,35,,,22,3,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,39.4666847554611,-0.328289489402739,2025-11-27 15:26:30.463613
36,21,Olivereta,OLIVERETA,Urbana,,70,,,18,5,Tráfico,2025-11-27 15:00:00,Buena,A10_OLIVERETA_60m,39.4692442350919,-0.405923445529068,2025-11-27 15:26:30.463613
37,14,Boulevar Sur,BULEVARD SUD,Urbana,1,1,61,,,,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A02_BULEVARDSUD_60m,39.4503960055054,-0.396337564375856,2025-11-27 15:26:30.463613
38,17,Universidad Politécnica,POLITÈCNIC,Suburbana,1,11,47,,7,3,Fondo,2025-11-27 15:00:00,Buena,A05_POLITECNIC_60m,39.4796444969291,-0.337400660521869,2025-11-27 15:26:30.463613
39,13,Francia,AVDA.FRANCIA,Urbana,1,8,32,0,16,4,Tráfico,2025-11-27 13:00:00,Buena,A01_AVFRANCIA_60m,39.4578268875183,-0.342986232422652,2025-11-27 15:26:30.463613
40,22,Patraix,PATRAIX,Urbana,,41,,,22,7,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A11_PATRAIX_60m,39.4591890899964,-0.401411329219129,2025-11-27 15:26:30.463613
41,15,Molí del Sol,MOLÍ DEL SOL,Suburbana,1,0,49,0,11,4,Tráfico,2025-11-27 15:00:00,Buena,A03_MOLISOL_60m,39.4811121109041,-0.408809896900938,2025-11-27 15:26:30.463613
42,16,Pista de Silla,PISTA DE SILLA,Urbana,2,17,51,0,16,5,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A04_PISTASILLA_60m,39.4580609536967,-0.376643936579157,2025-11-27 15:26:30.463613
43,20,Cabanyal,CABANYAL,Urbana,,18,,,11,3,Fondo,2025-11-27 15:00:00,Buena,A09_CABANYAL_60m,39.4743907853568,-0.328534813492744,2025-11-27 15:26:30.463613
44,18,Viveros,VIVERS,Urbana,0,7,44,,,,Fondo,2025-11-27 15:00:00,Buena,A06_VIVERS_60m,39.4796409248053,-0.36964822314381,2025-11-27 15:26:30.463613
45,19,Centro,VALÈNCIA CENTRE,Urbana,,18,,,14,4,Tráfico,2025-11-27 15:00:00,Buena,A07_VALENCIACENTRE_60m,39.4705476702601,-0.376397651655324,2025-11-27 15:28:53.480054
46,12,Dr. Lluch,DR.LLUCH,Urbana,,35,,,22,3,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,39.4666847554611,-0.328289489402739,2025-11-27 15:28:53.480054
47,21,Olivereta,OLIVERETA,Urbana,,70,,,18,5,Tráfico,2025-11-27 15:00:00,Buena,A10_OLIVERETA_60m,39.4692442350919,-0.405923445529068,2025-11-27 15:28:53.480054
48,14,Boulevar Sur,BULEVARD SUD,Urbana,1,1,61,,,,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A02_BULEVARDSUD_60m,39.4503960055054,-0.396337564375856,2025-11-27 15:28:53.480054
49,17,Universidad Politécnica,POLITÈCNIC,Suburbana,1,11,47,,7,3,Fondo,2025-11-27 15:00:00,Buena,A05_POLITECNIC_60m,39.4796444969291,-0.337400660521869,2025-11-27 15:28:53.480054
50,13,Francia,AVDA.FRANCIA,Urbana,1,8,32,0,16,4,Tráfico,2025-11-27 13:00:00,Buena,A01_AVFRANCIA_60m,39.4578268875183,-0.342986232422652,2025-11-27 15:28:53.480054
51,22,Patraix,PATRAIX,Urbana,,41,,,22,7,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A11_PATRAIX_60m,39.4591890899964,-0.401411329219129,2025-11-27 15:28:53.480054
52,15,Molí del Sol,MOLÍ DEL SOL,Suburbana,1,0,49,0,11,4,Tráfico,2025-11-27 15:00:00,Buena,A03_MOLISOL_60m,39.4811121109041,-0.408809896900938,2025-11-27 15:28:53.480054
53,16,Pista de Silla,PISTA DE SILLA,Urbana,2,17,51,0,16,5,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A04_PISTASILLA_60m,39.4580609536967,-0.376643936579157,2025-11-27 15:28:53.480054
54,20,Cabanyal,CABANYAL,Urbana,,18,,,11,3,Fondo,2025-11-27 15:00:00,Buena,A09_CABANYAL_60m,39.4743907853568,-0.328534813492744,2025-11-27 15:28:53.480054
55,18,Viveros,VIVERS,Urbana,0,7,44,,,,Fondo,2025-11-27 15:00:00,Buena,A06_VIVERS_60m,39.4796409248053,-0.36964822314381,2025-11-27 15:28:53.480054
56,19,Centro,VALÈNCIA CENTRE,Urbana,,18,,,14,4,Tráfico,2025-11-27 15:00:00,Buena,A07_VALENCIACENTRE_60m,39.4705476702601,-0.376397651655324,2025-11-27 15:43:53.819070
57,12,Dr. Lluch,DR.LLUCH,Urbana,,35,,,22,3,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,39.4666847554611,-0.328289489402739,2025-11-27 15:43:53.819070
58,21,Olivereta,OLIVERETA,Urbana,,70,,,18,5,Tráfico,2025-11-27 15:00:00,Buena,A10_OLIVERETA_60m,39.4692442350919,-0.405923445529068,2025-11-27 15:43:53.819070
59,14,Boulevar Sur,BULEVARD SUD,Urbana,1,1,61,,,,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A02_BULEVARDSUD_60m,39.4503960055054,-0.396337564375856,2025-11-27 15:43:53.819070
60,17,Universidad Politécnica,POLITÈCNIC,Suburbana,1,11,47,,7,3,Fondo,2025-11-27 15:00:00,Buena,A05_POLITECNIC_60m,39.4796444969291,-0.337400660521869,2025-11-27 15:43:53.819070
61,13,Francia,AVDA.FRANCIA,Urbana,1,8,32,0,16,4,Tráfico,2025-11-27 13:00:00,Buena,A01_AVFRANCIA_60m,39.4578268875183,-0.342986232422652,2025-11-27 15:43:53.819070
62,22,Patraix,PATRAIX,Urbana,,41,,,22,7,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A11_PATRAIX_60m,39.4591890899964,-0.401411329219129,2025-11-27 15:43:53.819070
63,15,Molí del Sol,MOLÍ DEL SOL,Suburbana,1,0,49,0,11,4,Tráfico,2025-11-27 15:00:00,Buena,A03_MOLISOL_60m,39.4811121109041,-0.408809896900938,2025-11-27 15:43:53.819070
64,16,Pista de Silla,PISTA DE SILLA,Urbana,2,17,51,0,16,5,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A04_PISTASILLA_60m,39.4580609536967,-0.376643936579157,2025-11-27 15:43:53.819070
65,20,Cabanyal,CABANYAL,Urbana,,18,,,11,3,Fondo,2025-11-27 15:00:00,Buena,A09_CABANYAL_60m,39.4743907853568,-0.328534813492744,2025-11-27 15:43:53.819070
66,18,Viveros,VIVERS,Urbana,0,7,44,,,,Fondo,2025-11-27 15:00:00,Buena,A06_VIVERS_60m,39.4796409248053,-0.36964822314381,2025-11-27 15:43:53.819070
67,19,Centro,VALÈNCIA CENTRE,Urbana,,18,,,14,4,Tráfico,2025-11-27 15:00:00,Buena,A07_VALENCIACENTRE_60m,39.4705476702601,-0.376397651655324,2025-11-27 15:45:33.745550
68,12,Dr. Lluch,DR.LLUCH,Urbana,,35,,,22,3,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,39.4666847554611,-0.328289489402739,2025-11-27 15:45:33.745550
69,21,Olivereta,OLIVERETA,Urbana,,70,,,18,5,Tráfico,2025-11-27 15:00:00,Buena,A10_OLIVERETA_60m,39.4692442350919,-0.405923445529068,2025-11-27 15:45:33.745550
70,14,Boulevar Sur,BULEVARD SUD,Urbana,1,1,61,,,,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A02_BULEVARDSUD_60m,39.4503960055054,-0.396337564375856,2025-11-27 15:45:33.745550
71,17,Universidad Politécnica,POLITÈCNIC,Suburbana,1,11,47,,7,3,Fondo,2025-11-27 15:00:00,Buena,A05_POLITECNIC_60m,39.4796444969291,-0.337400660521869,2025-11-27 15:45:33.745550
72,13,Francia,AVDA.FRANCIA,Urbana,1,8,32,0,16,4,Tráfico,2025-11-27 13:00:00,Buena,A01_AVFRANCIA_60m,39.4578268875183,-0.342986232422652,2025-11-27 15:45:33.745550
73,22,Patraix,PATRAIX,Urbana,,41,,,22,7,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A11_PATRAIX_60m,39.4591890899964,-0.401411329219129,2025-11-27 15:45:33.745550
74,15,Molí del Sol,MOLÍ DEL SOL,Suburbana,1,0,49,0,11,4,Tráfico,2025-11-27 15:00:00,Buena,A03_MOLISOL_60m,39.4811121109041,-0.408809896900938,2025-11-27 15:45:33.745550
75,16,Pista de Silla,PISTA DE SILLA,Urbana,2,17,51,0,16,5,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A04_PISTASILLA_60m,39.4580609536967,-0.376643936579157,2025-11-27 15:45:33.745550
76,20,Cabanyal,CABANYAL,Urbana,,18,,,11,3,Fondo,2025-11-27 15:00:00,Buena,A09_CABANYAL_60m,39.4743907853568,-0.328534813492744,2025-11-27 15:45:33.745550
77,18,Viveros,VIVERS,Urbana,0,7,44,,,,Fondo,2025-11-27 15:00:00,Buena,A06_VIVERS_60m,39.4796409248053,-0.36964822314381,2025-11-27 15:45:33.745550
78,19,Centro,VALÈNCIA CENTRE,Urbana,,18,,,14,4,Tráfico,2025-11-27 15:00:00,Buena,A07_VALENCIACENTRE_60m,39.4705476702601,-0.376397651655324,2025-11-27 15:49:43.273386
79,12,Dr. Lluch,DR.LLUCH,Urbana,,35,,,22,3,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,39.4666847554611,-0.328289489402739,2025-11-27 15:49:43.273386
80,21,Olivereta,OLIVERETA,Urbana,,70,,,18,5,Tráfico,2025-11-27 15:00:00,Buena,A10_OLIVERETA_60m,39.4692442350919,-0.405923445529068,2025-11-27 15:49:43.273386
81,14,Boulevar Sur,BULEVARD SUD,Urbana,1,1,61,,,,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A02_BULEVARDSUD_60m,39.4503960055054,-0.396337564375856,2025-11-27 15:49:43.273386
82,17,Universidad Politécnica,POLITÈCNIC,Suburbana,1,11,47,,7,3,Fondo,2025-11-27 15:00:00,Buena,A05_POLITECNIC_60m,39.4796444969291,-0.337400660521869,2025-11-27 15:49:43.273386
83,13,Francia,AVDA.FRANCIA,Urbana,1,8,32,0,16,4,Tráfico,2025-11-27 13:00:00,Buena,A01_AVFRANCIA_60m,39.4578268875183,-0.342986232422652,2025-11-27 15:49:43.273386
84,22,Patraix,PATRAIX,Urbana,,41,,,22,7,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A11_PATRAIX_60m,39.4591890899964,-0.401411329219129,2025-11-27 15:49:43.273386
85,15,Molí del Sol,MOLÍ DEL SOL,Suburbana,1,0,49,0,11,4,Tráfico,2025-11-27 15:00:00,Buena,A03_MOLISOL_60m,39.4811121109041,-0.408809896900938,2025-11-27 15:49:43.273386
86,16,Pista de Silla,PISTA DE SILLA,Urbana,2,17,51,0,16,5,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A04_PISTASILLA_60m,39.4580609536967,-0.376643936579157,2025-11-27 15:49:43.273386
87,20,Cabanyal,CABANYAL,Urbana,,18,,,11,3,Fondo,2025-11-27 15:00:00,Buena,A09_CABANYAL_60m,39.4743907853568,-0.328534813492744,2025-11-27 15:49:43.273386
88,18,Viveros,VIVERS,Urbana,0,7,44,,,,Fondo,2025-11-27 15:00:00,Buena,A06_VIVERS_60m,39.4796409248053,-0.36964822314381,2025-11-27 15:49:43.273386
89,19,Centro,VALÈNCIA CENTRE,Urbana,,18,,,14,4,Tráfico,2025-11-27 15:00:00,Buena,A07_VALENCIACENTRE_60m,39.4705476702601,-0.376397651655324,2025-11-27 15:50:16.985514
90,12,Dr. Lluch,DR.LLUCH,Urbana,,35,,,22,3,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,39.4666847554611,-0.328289489402739,2025-11-27 15:50:16.985514
91,21,Olivereta,OLIVERETA,Urbana,,70,,,18,5,Tráfico,2025-11-27 15:00:00,Buena,A10_OLIVERETA_60m,39.4692442350919,-0.405923445529068,2025-11-27 15:50:16.985514
92,14,Boulevar Sur,BULEVARD SUD,Urbana,1,1,61,,,,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A02_BULEVARDSUD_60m,39.4503960055054,-0.396337564375856,2025-11-27 15:50:16.985514
93,17,Universidad Politécnica,POLITÈCNIC,Suburbana,1,11,47,,7,3,Fondo,2025-11-27 15:00:00,Buena,A05_POLITECNIC_60m,39.4796444969291,-0.337400660521869,2025-11-27 15:50:16.985514
94,13,Francia,AVDA.FRANCIA,Urbana,1,8,32,0,16,4,Tráfico,2025-11-27 13:00:00,Buena,A01_AVFRANCIA_60m,39.4578268875183,-0.342986232422652,2025-11-27 15:50:16.985514
95,22,Patraix,PATRAIX,Urbana,,41,,,22,7,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A11_PATRAIX_60m,39.4591890899964,-0.401411329219129,2025-11-27 15:50:16.985514
96,15,Molí del Sol,MOLÍ DEL SOL,Suburbana,1,0,49,0,11,4,Tráfico,2025-11-27 15:00:00,Buena,A03_MOLISOL_60m,39.4811121109041,-0.408809896900938,2025-11-27 15:50:16.985514
97,16,Pista de Silla,PISTA DE SILLA,Urbana,2,17,51,0,16,5,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A04_PISTASILLA_60m,39.4580609536967,-0.376643936579157,2025-11-27 15:50:16.985514
98,20,Cabanyal,CABANYAL,Urbana,,18,,,11,3,Fondo,2025-11-27 15:00:00,Buena,A09_CABANYAL_60m,39.4743907853568,-0.328534813492744,2025-11-27 15:50:16.985514
99,18,Viveros,VIVERS,Urbana,0,7,44,,,,Fondo,2025-11-27 15:00:00,Buena,A06_VIVERS_60m,39.4796409248053,-0.36964822314381,2025-11-27 15:50:16.985514
100,19,Centro,VALÈNCIA CENTRE,Urbana,,18,,,14,4,Tráfico,2025-11-27 15:00:00,Buena,A07_VALENCIACENTRE_60m,39.4705476702601,-0.376397651655324,2025-11-27 15:55:05.330929
101,12,Dr. Lluch,DR.LLUCH,Urbana,,35,,,22,3,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,39.4666847554611,-0.328289489402739,2025-11-27 15:55:05.330929
102,21,Olivereta,OLIVERETA,Urbana,,70,,,18,5,Tráfico,2025-11-27 15:00:00,Buena,A10_OLIVERETA_60m,39.4692442350919,-0.405923445529068,2025-11-27 15:55:05.330929
103,14,Boulevar Sur,BULEVARD SUD,Urbana,1,1,61,,,,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A02_BULEVARDSUD_60m,39.4503960055054,-0.396337564375856,2025-11-27 15:55:05.330929
104,17,Universidad Politécnica,POLITÈCNIC,Suburbana,1,11,47,,7,3,Fondo,2025-11-27 15:00:00,Buena,A05_POLITECNIC_60m,39.4796444969291,-0.337400660521869,2025-11-27 15:55:05.330929
105,13,Francia,AVDA.FRANCIA,Urbana,1,8,32,0,16,4,Tráfico,2025-11-27 13:00:00,Buena,A01_AVFRANCIA_60m,39.4578268875183,-0.342986232422652,2025-11-27 15:55:05.330929
106,22,Patraix,PATRAIX,Urbana,,41,,,22,7,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A11_PATRAIX_60m,39.4591890899964,-0.401411329219129,2025-11-27 15:55:05.330929
107,15,Molí del Sol,MOLÍ DEL SOL,Suburbana,1,0,49,0,11,4,Tráfico,2025-11-27 15:00:00,Buena,A03_MOLISOL_60m,39.4811121109041,-0.408809896900938,2025-11-27 15:55:05.330929
108,16,Pista de Silla,PISTA DE SILLA,Urbana,2,17,51,0,16,5,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A04_PISTASILLA_60m,39.4580609536967,-0.376643936579157,2025-11-27 15:55:05.330929
109,20,Cabanyal,CABANYAL,Urbana,,18,,,11,3,Fondo,2025-11-27 15:00:00,Buena,A09_CABANYAL_60m,39.4743907853568,-0.328534813492744,2025-11-27 15:55:05.330929
110,18,Viveros,VIVERS,Urbana,0,7,44,,,,Fondo,2025-11-27 15:00:00,Buena,A06_VIVERS_60m,39.4796409248053,-0.36964822314381,2025-11-27 15:55:05.330929
111,19,Centro,VALÈNCIA CENTRE,Urbana,,18,,,14,4,Tráfico,2025-11-27 15:00:00,Buena,A07_VALENCIACENTRE_60m,39.4705476702601,-0.376397651655324,2025-11-27 16:02:04.050036
112,12,Dr. Lluch,DR.LLUCH,Urbana,,35,,,22,3,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,39.4666847554611,-0.328289489402739,2025-11-27 16:02:04.050036
113,21,Olivereta,OLIVERETA,Urbana,,70,,,18,5,Tráfico,2025-11-27 15:00:00,Buena,A10_OLIVERETA_60m,39.4692442350919,-0.405923445529068,2025-11-27 16:02:04.050036
114,14,Boulevar Sur,BULEVARD SUD,Urbana,1,1,61,,,,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A02_BULEVARDSUD_60m,39.4503960055054,-0.396337564375856,2025-11-27 16:02:04.050036
115,17,Universidad Politécnica,POLITÈCNIC,Suburbana,1,11,47,,7,3,Fondo,2025-11-27 15:00:00,Buena,A05_POLITECNIC_60m,39.4796444969291,-0.337400660521869,2025-11-27 16:02:04.050036
116,13,Francia,AVDA.FRANCIA,Urbana,1,8,32,0,16,4,Tráfico,2025-11-27 13:00:00,Buena,A01_AVFRANCIA_60m,39.4578268875183,-0.342986232422652,2025-11-27 16:02:04.050036
117,22,Patraix,PATRAIX,Urbana,,41,,,22,7,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A11_PATRAIX_60m,39.4591890899964,-0.401411329219129,2025-11-27 16:02:04.050036
118,15,Molí del Sol,MOLÍ DEL SOL,Suburbana,1,0,49,0,11,4,Tráfico,2025-11-27 15:00:00,Buena,A03_MOLISOL_60m,39.4811121109041,-0.408809896900938,2025-11-27 16:02:04.050036
119,16,Pista de Silla,PISTA DE SILLA,Urbana,2,17,51,0,16,5,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A04_PISTASILLA_60m,39.4580609536967,-0.376643936579157,2025-11-27 16:02:04.050036
120,20,Cabanyal,CABANYAL,Urbana,,18,,,11,3,Fondo,2025-11-27 15:00:00,Buena,A09_CABANYAL_60m,39.4743907853568,-0.328534813492744,2025-11-27 16:02:04.050036
121,18,Viveros,VIVERS,Urbana,0,7,44,,,,Fondo,2025-11-27 15:00:00,Buena,A06_VIVERS_60m,39.4796409248053,-0.36964822314381,2025-11-27 16:02:04.050036
122,19,Centro,VALÈNCIA CENTRE,Urbana,,18,,,14,4,Tráfico,2025-11-27 15:00:00,Buena,A07_VALENCIACENTRE_60m,39.4705476702601,-0.376397651655324,2025-11-27 16:12:26.013827
123,12,Dr. Lluch,DR.LLUCH,Urbana,,35,,,22,3,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,39.4666847554611,-0.328289489402739,2025-11-27 16:12:26.013827
124,21,Olivereta,OLIVERETA,Urbana,,70,,,18,5,Tráfico,2025-11-27 15:00:00,Buena,A10_OLIVERETA_60m,39.4692442350919,-0.405923445529068,2025-11-27 16:12:26.013827
125,14,Boulevar Sur,BULEVARD SUD,Urbana,1,1,61,,,,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A02_BULEVARDSUD_60m,39.4503960055054,-0.396337564375856,2025-11-27 16:12:26.013827
126,17,Universidad Politécnica,POLITÈCNIC,Suburbana,1,11,47,,7,3,Fondo,2025-11-27 15:00:00,Buena,A05_POLITECNIC_60m,39.4796444969291,-0.337400660521869,2025-11-27 16:12:26.013827
127,13,Francia,AVDA.FRANCIA,Urbana,1,8,32,0,16,4,Tráfico,2025-11-27 13:00:00,Buena,A01_AVFRANCIA_60m,39.4578268875183,-0.342986232422652,2025-11-27 16:12:26.013827
128,22,Patraix,PATRAIX,Urbana,,41,,,22,7,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A11_PATRAIX_60m,39.4591890899964,-0.401411329219129,2025-11-27 16:12:26.013827
129,15,Molí del Sol,MOLÍ DEL SOL,Suburbana,1,0,49,0,11,4,Tráfico,2025-11-27 15:00:00,Buena,A03_MOLISOL_60m,39.4811121109041,-0.408809896900938,2025-11-27 16:12:26.013827
